acme_code;background_education;department_and_role;level_code;level_name;recruitment_code;recruitment_source_name;reason_dimissal_code;reason_dimissal_name
1051;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1052;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1053;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1054;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1055;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1056;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1057;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1058;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1059;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1060;8|Graduate school;9| Commercial|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1061;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1062;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1063;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1064;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1065;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1066;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1067;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1068;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1069;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1070;8|Graduate school;13|Audit|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1071;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1072;8|Graduate school;9| Commercial|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1073;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1074;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1075;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1076;8|Graduate school;10|Operations|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1077;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1078;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1079;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1080;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1081;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1082;8|Graduate school;9| Commercial|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1083;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1084;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1085;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1086;8|Graduate school;13|Audit|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1087;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1088;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1089;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1090;8|Graduate school;9| Commercial|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1091;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1092;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1093;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1094;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1095;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1096;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1097;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1098;8|Graduate school;10|Operations|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1099;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1100;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1101;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1102;8|Graduate school;5| Presidency|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1103;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1104;8|Graduate school;7|Finance|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1105;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1106;8|Graduate school;6|Administration|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1107;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1108;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1109;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;5;Indeed;9;performance
1110;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1111;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1112;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1113;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1114;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1115;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1116;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1117;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1118;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1119;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1120;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1121;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1122;8|Graduate school;5| Presidency|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1123;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1124;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1125;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1126;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1127;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1128;8|Graduate school;5| Presidency|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1129;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1130;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1131;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1132;8|Graduate school;7|Finance|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1133;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1134;8|Graduate school;5| Presidency|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1135;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1136;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1137;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1138;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1139;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1140;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1141;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1142;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1143;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1144;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1145;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1146;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1147;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1148;8|Graduate school;13|Audit|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1149;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1150;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1151;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1152;8|Graduate school;7|Finance|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1153;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1154;7|Undergraduate degree;10|Operations|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1155;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1156;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1157;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1158;8|Graduate school;5| Presidency|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1159;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1160;8|Graduate school;7|Finance|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1161;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1162;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1163;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1164;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1165;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1166;8|Graduate school;13|Audit|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1167;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1168;7|Undergraduate degree;10|Operations|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1169;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1170;8|Graduate school;6|Administration|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1171;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1172;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1173;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1174;8|Graduate school;12|Controlling|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1175;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1176;8|Graduate school;7|Finance|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1177;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1178;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1179;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1180;8|Graduate school;12|Controlling|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1181;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1182;8|Graduate school;7|Finance|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1183;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1184;8|Graduate school;9| Commercial|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1185;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1186;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1187;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1188;8|Graduate school;9| Commercial|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1189;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1190;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1191;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1192;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1193;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1194;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1195;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1196;8|Graduate school;7|Finance|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1197;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1198;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1199;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1200;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1201;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1202;8|Graduate school;6|Administration|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1203;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1204;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1205;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1206;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1207;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1208;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1209;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1210;8|Graduate school;6|Administration|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1211;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1212;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1213;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1214;8|Graduate school;5| Presidency|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1215;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1216;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1217;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1218;8|Graduate school;9| Commercial|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1219;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1220;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;14;LinkedIn;8;Attendance
1221;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1222;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1223;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1224;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1225;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1226;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1227;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1228;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1229;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1230;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1231;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1232;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1233;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1234;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1235;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1236;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1237;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1238;8|Graduate school;12|Controlling|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1239;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1240;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1241;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1242;8|Graduate school;13|Audit|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1243;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1244;8|Graduate school;9| Commercial|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1245;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1246;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1247;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1248;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1249;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1250;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1251;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1252;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1253;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1254;8|Graduate school;7|Finance|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1255;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1256;8|Graduate school;6|Administration|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1257;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1258;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1259;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1260;8|Graduate school;10|Operations|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1261;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1262;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1263;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1264;8|Graduate school;7|Finance|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1265;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1266;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1267;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1268;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1269;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1270;8|Graduate school;10|Operations|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1271;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1272;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1273;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1274;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1275;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1276;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1277;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1278;8|Graduate school;7|Finance|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1279;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1280;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1281;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1282;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1283;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1284;8|Graduate school;5| Presidency|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1285;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1286;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1287;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1288;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1289;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1290;8|Graduate school;10|Operations|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1291;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1292;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1293;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1294;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1295;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1296;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1297;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1298;8|Graduate school;7|Finance|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1299;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1300;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1301;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1302;8|Graduate school;12|Controlling|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1303;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1304;7|Undergraduate degree;6|Administration|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1305;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1306;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1307;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1308;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
